,Site_Id,Site_Location,Date,Time,Ws_hourly_avg,Wd_hourly_avg,Amb_temp_hourly_avg,Humidity_hourly_avg,So2_hourly_avg,No2_hourly_avg,O3_hourly_avg,Co_hourly_avg,Pm10_hourly_avg,API_Main
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951202,0600,4.8   ,41    ,N/A   ,N/A  ,0.001   ,0.006   ,0.020   ,0.40    ,7       ,37    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951202,0700,4.9   ,45    ,N/A   ,N/A  ,0.004   ,0.013   ,0.013   ,0.68    ,14      ,37    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951202,0800,4.5   ,357   ,N/A   ,N/A  ,0.011   ,0.021   ,0.008   ,CAL     ,24      ,37    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951202,0900,10.9  ,356   ,N/A   ,N/A  ,CAL     ,0.016   ,0.018   ,0.80    ,12      ,37    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951202,1000,7.1   ,289   ,N/A   ,N/A  ,0.059   ,CAL     ,0.022   ,0.68    ,22      ,38    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951202,1100,3.4   ,39    ,N/A   ,N/A  ,0.097   ,0.035   ,CAL     ,1.19    ,47      ,42    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951202,1200,6.7   ,33    ,N/A   ,N/A  ,0.026   ,0.031   ,0.015   ,1.11    ,N/A     ,52    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951202,1300,9.5   ,355   ,N/A   ,N/A  ,0.008   ,0.010   ,0.028   ,0.61    ,32      ,54    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951202,1400,7.5   ,338   ,N/A   ,N/A  ,0.027   ,0.015   ,0.022   ,0.66    ,N/A     ,55    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951202,1500,6.9   ,327   ,N/A   ,N/A  ,0.018   ,0.015   ,0.020   ,0.65    ,13      ,56    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951202,1600,9.0   ,333   ,N/A   ,N/A  ,0.009   ,0.014   ,0.020   ,0.61    ,11      ,56    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951202,1700,7.5   ,352   ,N/A   ,N/A  ,0.005   ,0.014   ,0.015   ,0.69    ,22      ,55    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951202,1800,5.9   ,29    ,N/A   ,N/A  ,0.004   ,0.030   ,0.014   ,1.09    ,21      ,52    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951202,1900,6.4   ,18    ,N/A   ,N/A  ,0.002   ,0.025   ,0.011   ,1.04    ,20      ,47    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951202,2000,5.3   ,26    ,N/A   ,N/A  ,0.004   ,0.031   ,0.007   ,1.83    ,N/A     ,44    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951202,2100,4.0   ,41    ,N/A   ,N/A  ,0.005   ,0.026   ,0.006   ,1.56    ,18      ,42    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951202,2200,5.0   ,58    ,N/A   ,N/A  ,0.025   ,0.021   ,0.007   ,0.92    ,43      ,40    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951202,2300,7.0   ,32    ,N/A   ,N/A  ,0.002   ,0.019   ,0.006   ,0.91    ,19      ,41    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951202,2400,5.5   ,15    ,N/A   ,N/A  ,0.002   ,0.017   ,0.006   ,0.96    ,10      ,38    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951203,0100,3.6   ,27    ,N/A   ,N/A  ,0.002   ,0.016   ,0.006   ,0.97    ,34      ,38    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951203,0200,4.7   ,37    ,N/A   ,N/A  ,0.001   ,0.015   ,0.006   ,0.76    ,15      ,38    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951203,0300,4.8   ,43    ,N/A   ,N/A  ,0.001   ,0.014   ,0.007   ,0.65    ,19      ,37    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951203,0400,4.6   ,28    ,N/A   ,N/A  ,0.001   ,0.011   ,0.007   ,0.56    ,12      ,37    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951203,0500,5.2   ,34    ,N/A   ,N/A  ,0.001   ,0.009   ,0.009   ,0.51    ,29      ,36    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951203,0600,6.4   ,36    ,N/A   ,N/A  ,0.001   ,0.006   ,0.013   ,0.49    ,19      ,33    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951203,0700,6.8   ,40    ,N/A   ,N/A  ,0.001   ,0.008   ,0.011   ,CAL     ,9       ,33    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951203,0800,7.7   ,37    ,N/A   ,N/A  ,CAL     ,0.010   ,0.009   ,0.84    ,20      ,32    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951203,0900,8.3   ,28    ,N/A   ,N/A  ,0.001   ,CAL     ,0.011   ,0.76    ,13      ,32    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951203,1000,12.7  ,15    ,N/A   ,N/A  ,0.001   ,0.008   ,CAL     ,0.65    ,9       ,31    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951203,1100,16.6  ,12    ,N/A   ,N/A  ,0.001   ,0.007   ,0.024   ,0.58    ,19      ,29    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951203,1200,17.9  ,13    ,N/A   ,N/A  ,0.000   ,0.004   ,0.028   ,0.50    ,10      ,28    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951203,1300,14.9  ,358   ,26.6  ,N/A  ,0.000   ,0.004   ,0.031   ,0.49    ,6       ,31    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951203,1400,14.8  ,360   ,27.6  ,N/A  ,0.000   ,0.002   ,0.033   ,0.46    ,N/A     ,33    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951203,1500,16.4  ,1     ,27.3  ,N/A  ,0.000   ,0.004   ,0.033   ,0.48    ,N/A     ,33    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951203,1600,17.0  ,9     ,27.2  ,N/A  ,0.000   ,0.005   ,0.032   ,0.48    ,20      ,32    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951203,1700,15.1  ,2     ,27.4  ,N/A  ,0.000   ,0.005   ,0.025   ,0.49    ,N/A     ,25    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951203,1800,13.6  ,359   ,27.2  ,N/A  ,0.000   ,0.005   ,0.026   ,0.52    ,12      ,26    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951203,1900,12.9  ,354   ,26.6  ,N/A  ,0.001   ,0.007   ,0.022   ,0.56    ,17      ,22    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951203,2000,12.9  ,341   ,25.8  ,N/A  ,0.003   ,0.009   ,0.018   ,0.63    ,N/A     ,19    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951203,2100,11.9  ,359   ,25.4  ,N/A  ,0.002   ,0.008   ,0.019   ,0.62    ,N/A     ,19    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951203,2200,12.2  ,9     ,24.9  ,N/A  ,0.000   ,0.012   ,0.017   ,0.66    ,18      ,17    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951203,2300,10.9  ,5     ,24.4  ,N/A  ,0.001   ,0.015   ,0.014   ,0.72    ,15      ,15    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951203,2400,9.0   ,343   ,24.3  ,N/A  ,0.004   ,0.015   ,0.014   ,0.67    ,9       ,15    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951204,0100,9.6   ,338   ,24.6  ,N/A  ,0.006   ,0.012   ,0.018   ,0.57    ,14      ,18    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951204,0200,7.6   ,357   ,24.9  ,N/A  ,0.003   ,0.005   ,0.023   ,0.45    ,7       ,23    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951204,0300,4.5   ,67    ,24.2  ,N/A  ,0.012   ,0.008   ,0.018   ,0.47    ,N/A     ,18    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951204,0400,5.0   ,64    ,24.1  ,N/A  ,0.044   ,0.010   ,0.016   ,0.48    ,8       ,16    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951204,0500,5.7   ,56    ,24.2  ,N/A  ,0.012   ,0.007   ,0.020   ,0.44    ,11      ,20    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951204,0600,6.6   ,58    ,23.7  ,N/A  ,0.022   ,0.007   ,0.018   ,CAL     ,15      ,18    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951204,0700,6.2   ,2     ,23.8  ,N/A  ,CAL     ,0.010   ,0.016   ,0.59    ,18      ,16    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951204,0800,5.3   ,19    ,23.9  ,N/A  ,0.010   ,CAL     ,0.009   ,1.23    ,29      ,13    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951204,0900,6.2   ,19    ,24.0  ,N/A  ,0.004   ,0.022   ,CAL     ,1.56    ,44      ,13    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951204,1000,7.4   ,17    ,24.6  ,N/A  ,0.003   ,0.018   ,0.013   ,0.98    ,35      ,14    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951204,1100,5.7   ,17    ,25.7  ,N/A  ,0.002   ,0.016   ,0.017   ,0.74    ,31      ,17    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951204,1200,5.8   ,16    ,26.9  ,N/A  ,0.002   ,0.015   ,0.028   ,0.74    ,24      ,28    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951204,1300,6.5   ,7     ,27.8  ,N/A  ,0.006   ,0.018   ,0.046   ,0.81    ,37      ,46    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951204,1400,10.0  ,323   ,27.6  ,N/A  ,0.043   ,0.014   ,0.047   ,0.61    ,23      ,47    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951204,1500,10.2  ,313   ,27.9  ,N/A  ,0.056   ,0.011   ,0.042   ,0.50    ,23      ,42    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951204,1600,7.6   ,305   ,28.7  ,N/A  ,0.036   ,0.009   ,0.048   ,0.53    ,24      ,48    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951204,1700,8.1   ,209   ,28.7  ,N/A  ,0.044   ,0.026   ,0.035   ,0.78    ,49      ,35    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951204,1800,5.1   ,263   ,28.0  ,N/A  ,0.045   ,0.020   ,0.043   ,0.67    ,42      ,43    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951204,1900,7.1   ,27    ,26.9  ,N/A  ,0.007   ,0.024   ,0.020   ,0.94    ,54      ,37    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951204,2000,8.3   ,59    ,24.9  ,N/A  ,0.083   ,0.041   ,0.015   ,1.28    ,48      ,38    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951204,2100,3.7   ,76    ,24.3  ,N/A  ,0.029   ,0.037   ,0.011   ,1.15    ,38      ,46    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951204,2200,3.8   ,18    ,24.7  ,N/A  ,0.010   ,0.041   ,0.006   ,1.29    ,27      ,49    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951204,2300,10.0  ,15    ,24.1  ,N/A  ,0.003   ,0.023   ,0.013   ,0.92    ,29      ,50    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951204,2400,6.7   ,23    ,23.9  ,N/A  ,0.001   ,0.020   ,0.010   ,0.85    ,11      ,50    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951205,0100,4.2   ,18    ,23.8  ,N/A  ,0.002   ,0.019   ,0.009   ,0.69    ,N/A     ,50    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951205,0200,4.6   ,22    ,23.7  ,N/A  ,0.001   ,0.019   ,0.007   ,0.64    ,24      ,49    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951205,0300,5.1   ,3     ,23.6  ,N/A  ,0.004   ,0.011   ,0.012   ,0.50    ,N/A     ,49    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951205,0400,4.6   ,4     ,23.6  ,N/A  ,0.005   ,0.009   ,0.013   ,0.47    ,N/A     ,48    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951205,0500,4.6   ,5     ,23.5  ,N/A  ,0.005   ,0.008   ,0.014   ,CAL     ,14      ,44    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951205,0600,5.5   ,15    ,23.6  ,N/A  ,CAL     ,0.007   ,0.015   ,0.47    ,16      ,43    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951205,0700,6.0   ,16    ,23.5  ,N/A  ,0.001   ,CAL     ,0.011   ,0.62    ,30      ,43    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951205,0800,5.5   ,16    ,23.5  ,N/A  ,0.002   ,0.018   ,CAL     ,0.99    ,N/A     ,41    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951205,0900,6.9   ,16    ,23.7  ,N/A  ,0.004   ,0.023   ,0.008   ,1.38    ,30      ,40    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951205,1000,6.4   ,21    ,24.4  ,N/A  ,0.002   ,0.019   ,0.012   ,0.84    ,40      ,40    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951205,1100,6.4   ,18    ,25.7  ,N/A  ,0.002   ,0.015   ,0.020   ,0.68    ,30      ,40    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951205,1200,7.0   ,5     ,27.0  ,N/A  ,0.004   ,0.012   ,0.031   ,0.63    ,N/A     ,40    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951205,1300,7.1   ,8     ,27.7  ,N/A  ,0.002   ,0.010   ,0.038   ,0.57    ,29      ,40    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951205,1400,7.1   ,338   ,28.4  ,N/A  ,0.010   ,0.010   ,0.050   ,0.59    ,9       ,50    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951205,1500,10.7  ,331   ,28.3  ,N/A  ,0.010   ,0.008   ,0.054   ,0.51    ,N/A     ,54    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951205,1600,14.8  ,314   ,27.7  ,N/A  ,0.018   ,0.006   ,0.047   ,0.44    ,16      ,47    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951205,1700,14.2  ,316   ,27.6  ,N/A  ,0.021   ,0.008   ,0.031   ,0.52    ,17      ,31    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951205,1800,10.3  ,356   ,27.2  ,N/A  ,0.014   ,0.016   ,0.029   ,0.80    ,17      ,30    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951205,1900,5.3   ,50    ,26.8  ,N/A  ,0.017   ,0.032   ,0.008   ,1.57    ,57      ,29    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951205,2000,6.3   ,71    ,26.0  ,N/A  ,0.076   ,0.032   ,0.008   ,1.62    ,81      ,30    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951205,2100,5.0   ,50    ,25.7  ,N/A  ,0.081   ,0.025   ,0.007   ,1.20    ,49      ,29    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951205,2200,4.4   ,26    ,25.5  ,N/A  ,0.007   ,0.026   ,0.006   ,0.98    ,36      ,30    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951205,2300,6.3   ,15    ,24.8  ,N/A  ,0.007   ,0.020   ,0.005   ,1.16    ,51      ,30    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951205,2400,4.2   ,360   ,24.3  ,N/A  ,0.009   ,0.016   ,0.005   ,1.05    ,29      ,30    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951206,0100,4.2   ,360   ,24.4  ,N/A  ,0.012   ,0.019   ,0.005   ,0.98    ,48      ,31    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951206,0200,5.9   ,360   ,24.7  ,N/A  ,0.015   ,0.016   ,0.009   ,0.80    ,35      ,32    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951206,0300,6.4   ,4     ,24.7  ,N/A  ,0.005   ,0.008   ,0.020   ,0.50    ,15      ,34    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951206,0400,7.3   ,9     ,24.4  ,N/A  ,0.002   ,0.006   ,0.024   ,CAL     ,31      ,34    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951206,0500,4.4   ,22    ,24.1  ,N/A  ,CAL     ,0.011   ,0.018   ,0.46    ,20      ,33    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951206,0600,4.4   ,20    ,23.7  ,N/A  ,0.000   ,CAL     ,0.019   ,0.47    ,39      ,34    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951206,0700,4.8   ,20    ,23.8  ,N/A  ,0.001   ,0.011   ,CAL     ,0.70    ,16      ,33    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951206,0800,4.9   ,31    ,23.8  ,N/A  ,0.004   ,0.022   ,0.007   ,1.24    ,54      ,33    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951206,0900,8.6   ,360   ,24.6  ,N/A  ,0.011   ,0.020   ,0.014   ,1.00    ,29      ,33    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951206,1000,11.3  ,7     ,25.8  ,N/A  ,0.007   ,0.014   ,0.021   ,0.64    ,38      ,34    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951206,1100,12.5  ,12    ,27.0  ,N/A  ,0.001   ,0.011   ,0.026   ,0.56    ,27      ,35    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951206,1200,12.0  ,27    ,28.3  ,N/A  ,0.000   ,0.012   ,0.028   ,0.56    ,32      ,34    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951206,1300,12.6  ,32    ,29.4  ,N/A  ,0.000   ,0.011   ,0.029   ,0.66    ,38      ,34    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951206,1400,13.5  ,27    ,29.9  ,N/A  ,0.000   ,0.009   ,0.031   ,0.53    ,17      ,34    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951206,1500,12.9  ,18    ,30.3  ,N/A  ,0.000   ,0.008   ,0.032   ,0.48    ,23      ,33    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951206,1600,11.2  ,2     ,30.5  ,N/A  ,0.000   ,0.006   ,0.037   ,0.46    ,18      ,37    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951206,1700,11.1  ,344   ,30.2  ,N/A  ,0.008   ,0.008   ,0.035   ,0.50    ,28      ,35    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951206,1800,14.1  ,317   ,29.5  ,N/A  ,0.016   ,0.010   ,0.028   ,0.52    ,12      ,35    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951206,1900,10.1  ,48    ,28.8  ,N/A  ,0.014   ,0.022   ,0.015   ,1.01    ,57      ,34    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951206,2000,9.7   ,119   ,26.3  ,N/A  ,0.029   ,0.024   ,0.009   ,1.33    ,36      ,34    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951206,2100,7.4   ,122   ,25.7  ,N/A  ,0.027   ,0.025   ,0.012   ,0.95    ,43      ,32    
,CA0003,"Sek. Keb. Cederawasih, Taman Inderawasih, Perai",19951206,2200,3.0   ,61    ,25.5  ,N/A  ,0.047   ,0.032   ,0.010   ,0.93    ,70      ,32    
