USAF,WBAN,YR--MODAHRMN,DIR,SPD,GUS,CLG,SKC,L,M,H,VSB,MW,MW,MW,MW,AW,AW,AW,AW,W,TEMP,DEWP,SLP,ALT,STP,MAX,MIN,PCP01,PCP06,PCP24,PCPXX,SD
486010,99999,199501090300,***,***,***,128,BKN,9,5,2,8.8,5,**,**,**,**,**,**,**,2,84,70,1013.2,*****,1012.8,***,***,*****,*****,*****,*****,**
486010,99999,199501090600,10,6,***,138,BKN,1,3,2,10,5,**,**,**,**,**,**,**,2,89,71,1010.8,*****,1010.4,***,***,*****,0,*****,*****,**
486010,99999,199501090900,320,5,***,138,BKN,8,3,2,8.8,5,**,**,**,**,**,**,**,2,87,74,1008.5,*****,1008.1,***,***,*****,*****,*****,*****,**
486010,99999,199501091200,10,7,***,23,BKN,9,4,8,7.5,95,**,**,**,**,**,**,**,9,78,75,1010.1,*****,1009.7,89,***,*****,0.02,*****,*****,**
486010,99999,199501091500,10,1,***,138,BKN,5,3,4,8.8,2,**,**,**,**,**,**,**,9,77,76,1012,*****,1011.3,***,***,*****,*****,*****,*****,**
486010,99999,199501091800,30,6,***,138,BKN,5,3,2,7.5,1,**,**,**,**,**,**,**,9,78,74,1010.6,*****,1010.2,***,***,*****,0.04,*****,*****,**
486010,99999,199501092100,40,5,***,138,BKN,5,3,2,8.8,**,**,**,**,**,**,**,**,*,79,74,1009.6,*****,1009.2,***,***,*****,*****,*****,*****,**
486010,99999,199501100000,40,9,***,138,BKN,5,3,2,8.8,5,**,**,**,**,**,**,**,6,78,74,1010.7,*****,1010.3,***,77,*****,*****,0.08,*****,**
486010,99999,199501100300,50,9,***,128,BKN,8,3,2,8.8,5,**,**,**,**,**,**,**,6,83,75,1012.6,*****,1012.2,***,***,*****,*****,*****,*****,**
486010,99999,199501100600,330,1,***,138,BKN,8,3,2,8.8,21,**,**,**,**,**,**,**,9,84,75,1011,*****,1010.7,***,***,*****,*****,0,*****,**
486010,99999,199501100900,20,5,***,148,BKN,8,3,2,7.5,5,**,**,**,**,**,**,**,6,81,71,1009.1,*****,1008.7,***,***,*****,*****,*****,*****,**
486010,99999,199501101200,***,0,***,138,OVC,5,4,8,7.5,91,**,**,**,**,**,**,**,9,76,75,1010.9,*****,1010.5,85,***,*****,0.16,*****,*****,**
486010,99999,199501101500,300,2,***,138,BKN,5,3,2,7.5,21,**,**,**,**,**,**,**,6,77,76,1012.2,*****,1011.8,***,***,*****,*****,*****,*****,**
486010,99999,199501101800,300,2,***,138,BKN,5,3,2,7.5,3,**,**,**,**,**,**,**,6,75,74,1011.3,*****,1010.9,***,***,*****,0,*****,*****,**
486010,99999,199501102100,***,0,***,138,BKN,5,3,2,8.8,**,**,**,**,**,**,**,**,*,76,75,1010.8,*****,1010.4,***,***,*****,*****,*****,*****,**
486010,99999,199501110000,10,1,***,138,BKN,2,3,2,5,10,**,**,**,**,**,**,**,2,75,74,1012.1,*****,1011.7,***,74,*****,*****,0.16,*****,**
486010,99999,199501110300,140,7,***,148,BKN,9,3,2,7.5,5,**,**,**,**,**,**,**,2,84,77,1014,*****,1013.6,***,***,*****,*****,*****,*****,**
486010,99999,199501110600,200,8,***,148,BKN,9,3,2,8.8,5,**,**,**,**,**,**,**,2,86,76,1012,*****,1011.6,***,***,*****,0,*****,*****,**
486010,99999,199501110900,200,3,***,148,BKN,9,3,2,8.8,5,**,**,**,**,**,**,**,2,86,74,1009.4,*****,1009,***,***,*****,*****,*****,*****,**
486010,99999,199501111200,120,3,***,148,BKN,9,3,2,8.8,5,**,**,**,**,**,**,**,2,82,75,1010.5,*****,1010.1,87,***,*****,0,*****,*****,**
486010,99999,199501111500,30,7,***,***,BKN,*,*,*,7.5,**,**,**,**,**,**,**,**,*,80,76,1012.5,*****,1012.1,***,***,*****,*****,*****,*****,**
486010,99999,199501111800,***,0,***,138,BKN,5,3,2,7.5,**,**,**,**,**,**,**,**,*,80,76,1011.9,*****,1011.5,***,***,*****,0,*****,*****,**
486010,99999,199501112100,***,0,***,148,BKN,9,3,2,7.5,13,**,**,**,**,**,**,**,2,76,75,1010.8,*****,1010.4,***,***,*****,*****,*****,*****,**
486010,99999,199501120000,30,7,***,148,BKN,3,3,2,8.8,5,**,**,**,**,**,**,**,2,78,71,1011.7,*****,1011.3,***,75,*****,0,*****,*****,**
486010,99999,199501120300,60,8,***,148,BKN,2,4,1,8.8,5,**,**,**,**,**,**,**,2,85,74,1013,*****,1012.6,***,***,*****,*****,*****,*****,**
486010,99999,199501120600,230,8,***,148,BKN,2,3,2,8.8,5,**,**,**,**,**,**,**,2,90,74,1011.3,*****,1010.9,***,***,*****,0,*****,*****,**
486010,99999,199501120900,230,7,***,148,BKN,9,3,2,8.8,5,**,**,**,**,**,**,**,2,85,74,1008.7,*****,1008.3,***,***,*****,*****,*****,*****,**
486010,99999,199501121200,260,3,***,138,BKN,5,3,2,8.8,5,**,**,**,**,**,**,**,9,84,74,1010.4,*****,1010,90,***,*****,0,*****,*****,**
486010,99999,199501121500,***,0,***,138,BKN,5,3,2,7.5,**,**,**,**,**,**,**,**,*,80,76,1012.3,*****,1011.9,***,***,*****,*****,*****,*****,**
486010,99999,199501121800,320,1,***,148,BKN,5,3,2,8.8,**,**,**,**,**,**,**,**,*,78,76,1011.6,*****,1011.2,***,***,*****,0,*****,*****,**
486010,99999,199501122100,10,2,***,148,BKN,9,3,2,8.8,29,**,**,**,**,**,**,**,9,76,74,1010,*****,1009.6,***,***,*****,*****,*****,*****,**
486010,99999,199501130000,50,3,***,148,BKN,9,3,2,8.8,5,**,**,**,**,**,**,**,9,76,71,1010.7,*****,1010.3,***,75,*****,0,*****,*****,**
486010,99999,199501130300,180,3,***,148,BKN,2,3,2,8.8,5,**,**,**,**,**,**,**,2,87,75,1012.4,*****,1012,***,***,*****,*****,*****,*****,**
486010,99999,199501130600,200,9,***,148,BKN,8,4,2,8.8,5,**,**,**,**,**,**,**,2,86,76,1011.1,*****,1010.7,***,***,*****,0,*****,*****,**
486010,99999,199501130900,220,7,***,148,BKN,9,4,3,8.8,5,**,**,**,**,**,**,**,2,85,74,1007.9,*****,1007.5,***,***,*****,*****,*****,*****,**
486010,99999,199501131200,230,7,***,148,BKN,5,3,2,8.8,5,**,**,**,**,**,**,**,2,82,76,1008.8,*****,1008.4,88,***,*****,0,*****,*****,**
486010,99999,199501131500,240,1,***,138,BKN,5,3,2,8.8,**,**,**,**,**,**,**,**,*,81,77,1011.8,*****,1011.4,***,***,*****,*****,*****,*****,**
486010,99999,199501131800,210,5,***,23,BKN,9,3,8,8.8,95,**,**,**,**,**,**,**,9,75,73,1012.4,*****,1012,***,***,*****,0.16,*****,*****,**
486010,99999,199501132100,310,2,***,138,BKN,5,3,8,7.5,29,**,**,**,**,**,**,**,9,75,75,1011.2,*****,1010.8,***,***,*****,*****,*****,*****,**
486010,99999,199501140000,30,9,***,148,BKN,8,3,2,8.8,3,**,**,**,**,**,**,**,9,****,****,1011.1,*****,1010.7,***,***,*****,0.2,*****,*****,**
486010,99999,199501140300,10,7,***,148,BKN,1,4,8,8.8,5,**,**,**,**,**,**,**,2,81,68,1012.6,*****,1012.2,***,***,*****,*****,*****,*****,**
486010,99999,199501140600,10,5,***,148,BKN,1,4,8,8.8,5,**,**,**,**,**,**,**,2,88,69,1010.5,*****,1010,***,***,*****,0,*****,*****,**
486010,99999,199501140900,260,6,***,148,BKN,1,4,2,7.5,5,**,**,**,**,**,**,**,2,88,72,1007.9,*****,1007.5,***,***,*****,*****,*****,*****,**
486010,99999,199501141200,50,9,***,148,BKN,5,4,2,8.8,5,**,**,**,**,**,**,**,2,83,74,1008.8,*****,1008.4,90,***,*****,0,*****,*****,**
486010,99999,199501141500,30,11,***,138,BKN,5,3,2,8.8,**,**,**,**,**,**,**,**,*,82,65,1011.8,*****,1011.3,***,***,*****,*****,*****,*****,**
486010,99999,199501141800,30,11,***,148,BKN,5,4,2,8.8,**,**,**,**,**,**,**,**,*,80,65,1012,*****,1011.6,***,***,*****,0,*****,*****,**
486010,99999,199501142100,30,14,***,148,BKN,5,4,1,8.8,**,**,**,**,**,**,**,**,*,78,64,1010.3,*****,1009.9,***,***,*****,*****,*****,*****,**
486010,99999,199501150000,20,15,***,345,BKN,1,4,1,8.8,**,**,**,**,**,**,**,**,*,77,63,1011.4,*****,1011,***,76,*****,0,*****,*****,**
486010,99999,199501150300,40,15,***,345,BKN,1,4,1,8.8,**,**,**,**,**,**,**,**,*,84,65,1013.2,*****,1012.8,***,***,*****,*****,*****,*****,**
486010,99999,199501150600,40,11,***,722,SCT,1,4,1,8.8,5,**,**,**,**,**,**,**,1,89,65,1010.8,*****,1010.4,***,***,*****,0,*****,*****,**
486010,99999,199501150900,210,13,***,722,SCT,1,4,1,8.8,5,**,**,**,**,**,**,**,0,88,68,1008.5,*****,1008.1,***,***,*****,*****,*****,*****,**
486010,99999,199501151200,220,8,***,148,BKN,5,4,1,8.8,5,**,**,**,**,**,**,**,1,83,72,1010.3,*****,1009.9,92,***,*****,0,*****,*****,**
486010,99999,199501151500,10,1,***,148,BKN,5,4,1,8.8,**,**,**,**,**,**,**,**,*,80,74,1012.6,*****,1012.2,***,***,*****,*****,*****,*****,**
486010,99999,199501151800,30,8,***,148,BKN,5,4,1,8.8,**,**,**,**,**,**,**,**,*,79,68,1013,*****,1012.6,***,***,*****,0,*****,*****,**
486010,99999,199501152100,10,6,***,148,BKN,5,4,1,8.8,**,**,**,**,**,**,**,**,*,76,68,1011.4,*****,1011,***,***,*****,*****,*****,*****,**
486010,99999,199501160000,20,6,***,148,BKN,9,4,1,8.8,5,**,**,**,**,**,**,**,2,76,68,1012.8,*****,1012.4,***,74,*****,0,*****,*****,**
486010,99999,199501160300,20,9,***,138,BKN,2,4,2,8.8,5,**,**,**,**,**,**,**,2,83,69,1014.1,*****,1013.7,***,***,*****,*****,*****,*****,**
486010,99999,199501160600,50,14,***,138,BKN,2,3,2,8.8,5,**,**,**,**,**,**,**,2,88,72,1011.8,*****,1011.4,***,***,*****,0,*****,*****,**
486010,99999,199501160900,240,11,***,148,BKN,2,4,2,8.8,5,**,**,**,**,**,**,**,2,85,71,1009.4,*****,1009,***,***,*****,*****,*****,*****,**
486010,99999,199501161200,150,3,***,148,BKN,5,3,2,8.8,5,**,**,**,**,**,**,**,2,81,73,1010.4,*****,1010,90,***,*****,0,*****,*****,**
486010,99999,199501161500,40,7,***,148,BKN,5,4,2,8.8,**,**,**,**,**,**,**,**,*,80,71,1012.8,*****,1012.4,***,***,*****,*****,*****,*****,**
486010,99999,199501161800,20,8,***,148,BKN,5,3,1,8.8,**,**,**,**,**,**,**,**,*,79,69,1012.8,*****,1012.4,***,***,*****,0,*****,*****,**
486010,99999,199501162100,30,9,***,138,BKN,5,3,2,8.8,**,**,**,**,**,**,**,**,*,79,69,1011.8,*****,1011.4,***,***,*****,*****,*****,*****,**
486010,99999,199501170000,30,10,***,138,BKN,5,3,2,8.8,5,**,**,**,**,**,**,**,2,79,71,1013,*****,1012.6,***,78,*****,0,*****,*****,**
486010,99999,199501170300,50,13,***,138,BKN,9,3,2,8.8,5,**,**,**,**,**,**,**,2,82,72,1014.3,*****,1013.9,***,***,*****,*****,*****,*****,**
486010,99999,199501170600,90,8,***,148,BKN,2,3,2,8.8,5,**,**,**,**,**,**,**,2,88,71,1012.1,*****,1011.7,***,***,*****,0,*****,*****,**
486010,99999,199501170900,340,6,***,148,BKN,8,3,2,8.8,5,**,**,**,**,**,**,**,6,85,71,1010.2,*****,1009.8,***,***,*****,*****,*****,*****,**
486010,99999,199501171200,20,7,***,138,BKN,5,3,2,8.8,5,**,**,**,**,**,**,**,6,81,71,1011.1,*****,1010.7,89,***,*****,0,T*****,*****,**
486010,99999,199501171500,50,9,***,138,BKN,5,5,2,8.8,**,**,**,**,**,**,**,**,*,79,71,1012.5,*****,1012.1,***,***,*****,*****,*****,*****,**
486010,99999,199501171800,40,6,***,148,BKN,5,3,2,8.8,**,**,**,**,**,**,**,**,*,78,71,1012.4,*****,1012,***,***,*****,0,*****,*****,**
486010,99999,199501172100,40,9,***,138,BKN,5,3,2,8.8,**,**,**,**,**,**,**,**,*,78,71,1011,*****,1010.6,***,***,*****,*****,*****,*****,**
486010,99999,199501180000,50,8,***,138,BKN,2,3,2,8.8,5,**,**,**,**,**,**,**,2,80,69,1011.8,*****,1011.4,***,78,*****,*****,0,T*****,**
486010,99999,199501180300,30,10,***,128,BKN,8,3,2,8.8,**,**,**,**,**,**,**,**,*,82,70,1013.5,*****,1013.1,***,***,*****,*****,*****,*****,**
486010,99999,199501180600,210,5,***,148,BKN,8,3,2,8.8,5,**,**,**,**,**,**,**,2,83,72,1012.2,*****,1011.8,***,***,*****,0,*****,*****,**
486010,99999,199501180900,230,10,***,138,BKN,8,3,2,8.8,5,**,**,**,**,**,**,**,2,83,74,1009.6,*****,1009.2,***,***,*****,*****,*****,*****,**
486010,99999,199501181200,250,6,***,138,OVC,5,3,2,8.8,5,**,**,**,**,**,**,**,2,81,74,1011,*****,1010.4,85,***,*****,0,*****,*****,**
486010,99999,199501181500,***,0,***,128,OVC,5,3,8,7.5,60,**,**,**,**,**,**,**,2,78,77,1013.5,*****,1013.1,***,***,*****,*****,*****,*****,**
486010,99999,199501181800,***,0,***,128,BKN,5,3,2,7.5,1,**,**,**,**,**,**,**,6,77,76,1013.1,*****,1012.7,***,***,*****,0.02,*****,*****,**
486010,99999,199501182100,***,0,***,138,BKN,5,3,2,8.8,**,**,**,**,**,**,**,**,*,76,73,1011.7,*****,1011.3,***,***,*****,*****,*****,*****,**
486010,99999,199501190000,360,2,***,148,OVC,8,3,8,7.5,60,**,**,**,**,**,**,**,6,76,71,1012.4,*****,1012,***,76,*****,*****,0.02,*****,**
486010,99999,199501190600,70,5,***,138,OVC,8,3,8,7.5,5,**,**,**,**,**,**,**,6,84,71,1011.6,*****,1011.2,***,***,*****,0,T*****,*****,**
486010,99999,199501190900,220,8,***,138,OVC,8,3,8,7.5,5,**,**,**,**,**,**,**,2,82,73,1009.9,*****,1009.5,***,***,*****,*****,*****,*****,**
486010,99999,199501191200,220,3,***,138,OVC,5,3,8,7.5,5,**,**,**,**,**,**,**,2,81,74,1011,*****,1010.6,85,***,*****,0,*****,*****,**
486010,99999,199501191500,330,3,***,22,OVC,9,3,8,6.2,95,**,**,**,**,**,**,**,9,75,74,1013.4,*****,1013,***,***,*****,*****,*****,*****,**
486010,99999,199501191800,***,0,***,138,OVC,5,3,7,7.5,21,**,**,**,**,**,**,**,9,75,75,1012.3,*****,1011.9,***,***,*****,0.55,*****,*****,**
486010,99999,199501192100,***,0,***,138,BKN,5,3,2,7.5,**,**,**,**,**,**,**,**,*,75,74,1010.4,*****,1010,***,***,*****,*****,*****,*****,**
486010,99999,199501200000,***,0,***,138,BKN,5,3,2,5,10,**,**,**,**,**,**,**,2,73,73,1010.7,*****,1010.3,***,73,*****,*****,0.55,*****,**
486010,99999,199501200300,110,7,***,148,BKN,2,4,2,6.2,5,**,**,**,**,**,**,**,2,85,77,1012.5,*****,1012.1,***,***,*****,*****,*****,*****,**
486010,99999,199501200600,210,9,***,148,BKN,2,3,2,8.8,5,**,**,**,**,**,**,**,2,87,77,1010.9,*****,1010.5,***,***,*****,0,*****,*****,**
486010,99999,199501200900,240,7,***,148,BKN,9,3,2,8.8,5,**,**,**,**,**,**,**,2,86,76,1008,*****,1007.6,***,***,*****,*****,*****,*****,**
486010,99999,199501201200,250,5,***,148,BKN,5,4,2,8.8,5,**,**,**,**,**,**,**,2,82,75,1009,*****,1008.5,87,***,*****,0,*****,*****,**
486010,99999,199501201500,***,0,***,148,BKN,5,4,2,8.8,**,**,**,**,**,**,**,**,*,81,76,1011.1,*****,1010.7,***,***,*****,*****,*****,*****,**
486010,99999,199501201800,290,2,***,138,BKN,5,3,2,8.8,**,**,**,**,**,**,**,**,*,80,76,1011.2,*****,1010.9,***,***,*****,0,*****,*****,**
486010,99999,199501202100,60,6,***,148,BKN,5,3,8,8.8,60,**,**,**,**,**,**,**,9,77,74,1009.8,*****,1009.4,***,***,*****,*****,*****,*****,**
486010,99999,199501210000,60,5,***,138,BKN,5,3,8,6.2,5,**,**,**,**,**,**,**,9,78,75,1010.9,*****,1010.5,***,76,*****,*****,0,*****,**
486010,99999,199501210300,60,5,***,138,BKN,5,3,8,6.2,5,**,**,**,**,**,**,**,2,80,76,1012.6,*****,1012.1,***,***,*****,*****,*****,*****,**
